	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore	Experience	4 - 8 years	Keywords / Skills	VAPT OR "VA PT" OR VA/PT OR "Penetration Testing" OR "Vulnerability Assessment" OR OWAPS Function IT	Role	Security Analyst Industry IT/ Computers - Software	Posted On	21st Apr 2015	Job Ref code	Opening for VAPT in Security Domain		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai	Experience	7 - 11 years	Keywords / Skills	"Sql developer", "PL/SQL Developer", "PLSQL Developer", Function IT	Role	Team Leader/ Technical Leader Industry IT/ Computers - Software	Posted On	16th Apr 2015	Job Ref code	Opening for PL/Sql D eveloper		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Experience	4 - 13 years	Keywords / Skills	"SAP FICO", "sap fico" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	10th Apr 2015	Job Ref code	Excellent opportunit y for SAP FICO		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Experience	3 - 7 years	Keywords / Skills	SAS, R, "Statistical Analytics", "Logistic Regression", "Data Analytics" Function IT	Role	Business Analyst Industry IT/ Computers - Software	Posted On	10th Apr 2015	Job Ref code	Opportunity for DM A dvance Analytics		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Nationality	India	Experience	3 - 10 years	Keywords / Skills	java, J2EE, "Core java". Spring, Hibernate, Oracle, Pl/Sql, Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	8th Apr 2015	Job Ref code	Excellent opportunit y for Java		NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore	Experience	5 - 10 years	Keywords / Skills	Java, "Java/J2EE" Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	2nd Apr 2015	Job Ref code	Opportunity for Java SSE position		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	Axepta "MS Axapta" Trade logistic implementation Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	28th Mar 2015		NULL	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	finance functional, "oracle finance", oracle, apps, finance, AP, GL Function IT	Role	ERP, CRM - Functional Consultant Industry � IT/ Computers - Software � KPO/Analytics	Posted On	28th Mar 2015		NULL	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai, Mumbai City, Navi Mumbai, Thane	Experience	3 - 10 years	Keywords / Skills	"SAP SD" "sales & distribution"	Education	Any graduate Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	27th Mar 2015		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Chennai	Experience	3 - 10 years	Keywords / Skills	Java/J2EE, Java Function IT	Role	� Software Engineer/ Programmer � Team Leader/ Technical Leader � Project Leader/ Project Manager Industry IT/ Computers - Software	Posted On	27th Mar 2015	Job Ref code	Opportunity for Java Developer, Lead, Ma nager		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Experience	3 - 7 years	Keywords / Skills	"SAP BO", "SAPBO" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	25th Mar 2015	Job Ref code	Opening for SAP BO c onsultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	"MS Dynamics AXAPTA", "MS Dynamics AX", "Dynamics AX" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Excellent opportunit y for Microsoft MS D ynamics AX		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	"Oracle APPS Technical" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Excellent opportunit y for Oracle APPS Te chnical		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	4 - 14 years	Keywords / Skills	"SAP BW", "SAP BO" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Excellent opportunit y for SAP BO, BW Con sultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai, Mumbai	Experience	4 - 14 years	Keywords / Skills	"SAP FICO", "SAP fico" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Opportunity for SAP FICO Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Pune	Experience	3 - 7 years	Keywords / Skills	''Abinitio Admin'', ''Abinitio Administrator''	Education	Any graduate Stream Any Function IT	Role	Technical Support Engineer Industry � IT/ Computers - Hardware � IT/ Computers - Software	Posted On	24th Mar 2015		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	2 - 8 years	Keywords / Skills	Sharepoint, "Share point", "Share-point" Function IT	Role	� System Administrator � Technical Support Engineer Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Opportunity for Shar epoint Admin		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"Oracle OPM", "OracleOPM", "Oracle Apps OPM", "Oracleapps OPM" Function IT	Role	� ERP, CRM - Functional Consultant � ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for Orac le OPM Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP BASIS", "SAPBASIS", "SAP/BASIS" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP BASIS Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Nationality	India	Experience	4 - 7 years	Keywords / Skills	Oracle Apps SCM Functional	Education	B.E/B.Tech Function IT	Role	� Software Engineer/ Programmer � Other Software/Hardware/EDP Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Senior Consultant		NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP APO", "SAPAPO" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP APO Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP ABAP", "SAPABAP", "SAP/ABAP" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP ABAP Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Kolkata, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP PS", "SAPPS" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP PS Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	3 - 10 years	Keywords / Skills	"SAP PM", "SAPPM", "SAP-PM" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP PM Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP HR", "SAPHR", "SAP/HR" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP HR Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP SD", "SAPSD", "SAP/SD" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP SD Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	4 - 10 years	Keywords / Skills	"SAP BPC" Function IT	Role	� ERP, CRM - Functional Consultant � ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	20th Mar 2015	Job Ref code	Opportunity for SAP BPC Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai	Experience	3 - 8 years	Keywords / Skills	"SAP BO", "SAP BW", "SAP BO/BW Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	17th Mar 2015	Job Ref code	Opportunity for SAP BO/BW Consultant		NULL	NULL	NULL	NULL	NULL
	Name	Advicesync Consulting Pvt Ltd	Locations	Pune	Nationality	India	Experience	2 - 4 years	Keywords / Skills	Business Development, Marketing Executive, Marketing Manager, IT, Sales	Education	MBA Stream Marketing Function Sales/ Business Development	Role	� Business Development Manager � Business Development Executive Industry IT/ Computers - Software Salary 3.00 - 6.00 lacs	Posted On	13th Apr 2015	Job Ref code	ADV/MKTG/PUNE/065		NULL
	Name	Agilist Technologies	Locations	Noida	Experience	1 - 3 years	Keywords / Skills	ASP.NET, MVC, C#, AJAX, Knockout, Angular, Bootstrap, HTML, CSS, .Net, SQL, OOPS, AJAZ, JSON, LINQ, MVC, Jquery	Education	B.E/B.Tech, MCA Stream � Computers � Computers Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software Salary 2.00 - 5.00 lacs	Posted On	15th Apr 2015		NULL	NULL	NULL	NULL	NULL
	Name	Akken Technologies Private Limited	Locations	Hyderabad / Secunderabad	Experience	2 - 8 years	Keywords / Skills	"database migration", "data migration", migration, migrating, php, linux Function IT	Role	� Software Engineer/ Programmer � Database Administrator (DBA) � Database Architect/ Designer Industry � ITES/BPO � IT/ Computers - Hardware � IT/ Computers - Software	Posted On	28th Apr 2015	Job Ref code	Akken tech - 01		NULL	NULL	NULL	NULL	NULL
	Name	Akken Technologies Private Limited	Locations	Hyderabad / Secunderabad	Experience	2 - 4 years	Keywords / Skills	Mysql	Education	Any graduate Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	16th Apr 2015		NULL	NULL	NULL	NULL	NULL
	Name	Akken Technologies Private Limited	Locations	Hyderabad / Secunderabad	Experience	5 - 10 years	Keywords / Skills	PHP, "Web developer", Ajax, MySql, LAMP, JavaScript Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	13th Apr 2015	Job Ref code	Akken-PHP		NULL	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	United Arab Emirates	Experience	5 - 15 years	Keywords / Skills	Plant -Production Manager Lubricant	Education	B.E/B.Tech	Role	Other Roles Industry � Chemicals/Petrochemicals � Oil/ Gas/ Petroleum	Posted On	14th Apr 2015	Job Ref code	Plant/Production Man ager/Dubai		NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	15 - 25 years	Keywords / Skills	Automobile	Education	B.E/B.Tech Stream Mechanical Function Sales/ Business Development	Role	� Channel Sales Manager � Regional Sales Manager � International Business Dev Mgr � Branch Manager Industry Automotive/ Ancillaries	Posted On	14th Apr 2015	Job Ref code	Brand Manager / Auto mabile / Oman		NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	5 - 10 years	Keywords / Skills	CRM Analyst Function IT	Role	System Analyst/ Tech Architect Industry IT/ Computers - Software	Posted On	12th Apr 2015	Job Ref code	CRM Analyst / Develo per/Muscat		NULL	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	8 - 15 years	Keywords / Skills	CSSD, Operation Theatre Equipment , Operating Tables , Surgical Lights, Examination Room Lights, Pendants, O.R. Integration, Modular O.R. , Mortuary Room Equipment, Extra Corporeal Shockwave Lithotripter, Hospital Laundry, Endoscopy Washers	Education	B.E/B.Tech Stream � Mechanical � Electrical � Electronics/Telecommunications Function � Sales/ Business Development � Health Care	Role	VP/ GM/ Head - Sales Industry Hospitals/ Health Care	Posted On	11th Apr 2015	Job Ref code	Asst.GM-PROJECTS/CSS D/MUSCAT OMAN		NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	10 - 20 years	Keywords / Skills	Sales and Marketing	Education	B.E/B.Tech Stream Electronics/Telecommunications Function Sales/ Business Development	Role	� International Business Dev Mgr � VP/ GM/ Head - Sales Industry Hospitals/ Health Care	Posted On	7th Apr 2015	Job Ref code	GM/SALES/Diagnostic Imaging Equipment/ O man		NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	3 - 8 years	Keywords / Skills	Ultrasound	Education	Any graduate Function � Sales/ Business Development � Health Care	Role	Sales Engineer Industry Hospitals/ Health Care	Posted On	5th Apr 2015	Job Ref code	SalesEngineer/Ultras ound/Muscat		NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	3 - 13 years	Keywords / Skills	Foreman	Education	Diploma Stream � Mechanical engineering � Civil engineering � Electrical engineering Function Real Estate	Role	Other Real Estate - Foreman Industry � Construction � Machinery/ Equipment Mfg. � Real Estate	Posted On	18th Mar 2015	Job Ref code	Foreman/EstateMainte nance/Oman		NULL	NULL	NULL
	Name	Alacrity HR Solutions	Locations	Visakhapatnam	Nationality	India	Experience	0 - 1 years	Keywords / Skills	hr, "hr executive", "hr recruiter", recruiter, recruitment, sourcing, "human resource" , "sourcing specialist" , "recruitment executive ", "sourcing executive", "hr associate", "recruitment consultant" , "hr consultant"	Education	Any graduate, B.B.A, B.Com, MBA Function Human Resources	Role	� Fresher � Graduate Trainee / Management Trainee � HR Executive / Recruiter � Recruitment - Head/ Mgr Industry Consultancy	Posted On	1st May 2015	Job Ref code	AL-01		NULL
	Name	Alacrity Recruitment Services Private Limited	Locations	Visakhapatnam	Experience	0 - 1 years	Keywords / Skills	Fresher, "customer support", "customer care executive", "voice process", inbound	Education	Any graduate Function Customer Service/ Call Centre/ BPO	Role	Customer Service Executive (Voice) Industry ITES/BPO	Posted On	13th Apr 2015		NULL	NULL	NULL	NULL	NULL
Walk-in Details Date: 13/05/2015 To 13/05/2015 Timings: 10:00 AM to 3:00 PM City: Visakhapatnam Venue Details Shall be available on successful application. 	Name	Alacrity Recruitment Services Private Limited	Locations	Hyderabad / Secunderabad	Experience	0 - 3 years	Keywords / Skills	"Technical support Executive", "Accounts Payable", "customer Support", "tech support", "phone Support", "voice process", collections, "Risk & Fraud", "IT Services", "Account Recovery"	Education	Any graduate Function Customer Service/ Call Centre/ BPO	Role	� Fresher � Technical Support Executive ( voice) � Customer Service Executive (Voice) Industry ITES/BPO	Posted On	8th Apr 2015		NULL	NULL	NULL	NULL	NULL
	Name	Alacrity Recruitment Services Private Limited	Locations	Hyderabad / Secunderabad	Experience	0 - 1 years	Keywords / Skills	Fresher/Tech support executive/Technical support	Education	Any graduate, Class 12 Function Customer Service/ Call Centre/ BPO	Role	Technical Support Executive ( voice) Industry ITES/BPO	Posted On	31st Mar 2015		NULL	NULL	NULL	NULL	NULL
	Name	Alacrity Recruitment Services Private Limited	Locations	Hyderabad / Secunderabad	Experience	0 - 1 years	Keywords / Skills	fresher, "tech support", "tech support executive", outbound, "voice process"	Education	Any graduate Function Customer Service/ Call Centre/ BPO	Role	Technical Support Executive ( voice) Industry ITES/BPO	Posted On	16th Mar 2015		NULL	NULL	NULL	NULL	NULL
	Name	Alchem International Limited	Locations	Faridabad	Experience	2 - 5 years	Keywords / Skills	"Chemical Engineer" "API" "Pharma" "Project Engineer" "Process Desigen Engineer" "Process Engineer" "PFDs" "P & IDs"	Education	B.E/B.Tech Stream Chemical Function Pharmaceutical/ Biotechnology	Role	� Process Engineer � Project Engineer Industry Pharmaceutical	Posted On	15th Apr 2015		NULL	NULL	NULL	NULL	NULL
	Name	Alpha Global Solutions	Locations	Chennai	Nationality	India	Experience	1 - 3 years	Keywords / Skills	International Sales Assistant	Education	B.Com, M.Com, Stream � Commerce � Commerce Function Sales/ Business Development	Role	Business Development Executive Industry FMCG	Posted On	30th Apr 2015		NULL	NULL	NULL
	Name	Alpha Global Solutions	Locations	Chennai	Nationality	India	Experience	1 - 3 years	Keywords / Skills	"International Sales Assistant"	Education	Any graduate, B.Com, MBA, M.Com Stream � Commerce � Commerce � Marketing � Finance � Retail Management � International Management � Commerce Function Sales/ Business Development	Role	� Sales Exec/ Sales Representative � Regional Sales Manager Industry FMCG	Posted On	26th Apr 2015		NULL	NULL	NULL
	Name	Alpha Global Solutions	Locations	Chennai	Experience	0 - 1 years	Keywords / Skills	"Fresshers", "BPO" Function Customer Service/ Call Centre/ BPO	Role	Customer Service Executive (Voice) Industry ITES/BPO	Posted On	7th Apr 2015		NULL	NULL	NULL	NULL	NULL	NULL	NULL
	Name	American Megatrends India Private Limited	Locations	Chennai	Experience	4 - 5 years	Keywords / Skills	"Software Engineer", "Senior Software Engineer", C, C++, JAVA, "WINDOWS SYSTEM PROGRAMMING", "VIRTUALIZATION" Function IT	Role	� Software Engineer/ Programmer � Other Software/Hardware/EDP - Senior Software Engineer Industry IT/ Computers - Software	Posted On	1st Apr 2015	Job Ref code	CWP		NULL	NULL	NULL	NULL	NULL
	Name	American Megatrends India Private Limited	Locations	Chennai	Experience	4 - 5 years	Keywords / Skills	"Senior Software Engineer", "Software Engineer", C, C++, JAVA , "ANDROID FRAMEWORKS", "WINDOWS SYSTEM PROGRAMMING", OPENGL Function IT	Role	� Software Engineer/ Programmer � Other Software/Hardware/EDP - Senior Software Engineer Industry IT/ Computers - Software	Posted On	1st Apr 2015		NULL	NULL	NULL	NULL	NULL	NULL	NULL
	Name	AMRG	Locations	Delhi	Experience	1 - 4 years	Keywords / Skills	Fluency in ENglish Function Customer Service/ Call Centre/ BPO	Role	Customer Service Executive (Voice) Industry IT/ Computers - Software	Posted On	14th Apr 2015	Job Ref code	14042015		NULL	NULL	NULL	NULL	NULL
	Name	Amrit Corporation	Locations	Mumbai City	Nationality	India	Experience	3 - 6 years	Keywords / Skills	Content Management, Website management, SEO,	Education	Any graduate Function � IT � Marketing & Communications	Role	� ERP, CRM - Functional Consultant � Web Master/ Web Site Manager � SEO Expert Industry Gems & Jewellery	Posted On	15th Apr 2015	Job Ref code	EM-001		NULL
