	Name	Adeptech Systems India Private Limited	Locations	Bengaluru / Bangalore, Hyderabad / Secunderabad	Experience	5 - 8 years	Keywords / Skills	"QA Tester", "QA Testing", "Tester", "Testing", "Selenium", "Manual Tester", "Manual Testing" Function IT	Role	• Software Engineer/ Programmer • Software Test Engineer Industry IT/ Computers - Software	Posted On	3rd Apr 2015	Job Ref code	QA030415	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Bengaluru / Bangalore, Hyderabad / Secunderabad	Experience	5 - 9 years	Keywords / Skills	"QA tester", "QA testing", "QA", "Tester", "Testing", "Selenium", "Manual tester", "Manual testing" Function IT	Role	• Software Engineer/ Programmer • Software Test Engineer Industry IT/ Computers - Software	Posted On	3rd Apr 2015	Job Ref code	QA3132015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Bengaluru / Bangalore, Hyderabad / Secunderabad	Experience	5 - 9 years	Keywords / Skills	"qa analyst", "test", "tester", "testing", "manual", "selenium" Function IT	Role	• Software Engineer/ Programmer • Systems Engineer • Software Test Engineer Industry IT/ Computers - Software	Posted On	18th Mar 2015	Job Ref code	QA1832015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Hyderabad / Secunderabad	Experience	10 - 15 years	Keywords / Skills	"business analyst", "businessanalyst" Function IT	Role	Business Analyst Industry IT/ Computers - Software	Posted On	18th Mar 2015	Job Ref code	BA1832015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Hyderabad / Secunderabad	Experience	2 - 5 years	Keywords / Skills	"usit recruiter", "usit recruiting", "usit staffing", "us it recruiter", "us it recruiting", "us it staffing", "bench sales", "benchsales" Function Human Resources	Role	HR Executive / Recruiter Industry • ITES/BPO • IT/ Computers - Software	Posted On	17th Mar 2015	Job Ref code	USIT1232015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Bengaluru / Bangalore, Hyderabad / Secunderabad	Experience	5 - 9 years	Keywords / Skills	"qa analyst", "qaanalyst", "manual testing", "manual tester", "manual test", "manualtesting", "manualtester", "selenium", "selenium test", "selenium tester", "selenium testing" Function IT	Role	• Software Engineer/ Programmer • Systems Engineer • System Analyst/ Tech Architect • Software Test Engineer Industry IT/ Computers - Software	Posted On	12th Mar 2015	Job Ref code	QA1232015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Hyderabad / Secunderabad	Experience	2 - 4 years	Keywords / Skills	"usit recruiter", "usit recruiting", "usit satffing", "us it staffing", "us it recruiting", "us it recruiter", "it recruiter", "hr executive", "it recruiting" Function Human Resources	Role	HR Executive / Recruiter Industry • ITES/BPO • IT/ Computers - Software	Posted On	6th Mar 2015	Job Ref code	USIT632015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Bengaluru / Bangalore, Hyderabad / Secunderabad	Experience	5 - 9 years	Keywords / Skills	"Manual", "QA", "Manual Testing", "Manual Tester", "Manualtester", "Manualtesting", "Selenium", "qa analyst" Function IT	Role	• Systems Engineer • Software Test Engineer Industry IT/ Computers - Software	Posted On	5th Mar 2015	Job Ref code	QA532015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Hyderabad / Secunderabad	Experience	1 - 4 years	Keywords / Skills	"it recruiter", "it recruiting", "us staffing", "us it recruiter", "usit recruiting", "us it recruiting", "usit recruiter", "usit staffing", "bench sales", "benchsales", "bench sale" Function Human Resources	Role	HR Executive / Recruiter Industry IT/ Computers - Software	Posted On	4th Mar 2015	Job Ref code	USIT2522015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Bengaluru / Bangalore	Experience	5 - 8 years	Keywords / Skills	"selenium"."selnium", "webservices", "web services", "webservice", "web service" Function IT	Role	• Software Engineer/ Programmer • Software Test Engineer Industry IT/ Computers - Software	Posted On	25th Feb 2015	Job Ref code	Selenium2522015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Hyderabad / Secunderabad	Experience	10 - 15 years	Keywords / Skills	"business analyst", "businessanalyst", " Function IT	Role	Business Analyst Industry IT/ Computers - Software	Posted On	25th Feb 2015	Job Ref code	BA2522015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Bengaluru / Bangalore	Experience	5 - 8 years	Keywords / Skills	"selenium", "selnium", "qa analyst" Function IT	Role	• Software Engineer/ Programmer • Software Test Engineer Industry IT/ Computers - Software	Posted On	24th Feb 2015	Job Ref code	QA2422015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Hyderabad / Secunderabad	Experience	6 - 10 years	Keywords / Skills	"java", "java developer", "webservices", "web services", "web service", "webservice" Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	20th Feb 2015	Job Ref code	Java2022015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Mumbai, Pune	Experience	6 - 10 years	Keywords / Skills	"abinitio", "ab initio" Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	20th Feb 2015	Job Ref code	AbI2022015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Adeptech Systems India Private Limited	Locations	Hyderabad / Secunderabad	Experience	2 - 5 years	Keywords / Skills	"hr executive", "hrexecutive", "it recruiter", "it staffing"	Education	MBA Function Human Resources	Role	HR Executive / Recruiter Industry IT/ Computers - Software Salary 0.00 - 3.00 lacs	Posted On	19th Feb 2015	Job Ref code	HRE1922015	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai	Experience	7 - 11 years	Keywords / Skills	"Sql developer", "PL/SQL Developer", "PLSQL Developer", Function IT	Role	Team Leader/ Technical Leader Industry IT/ Computers - Software	Posted On	16th Apr 2015	Job Ref code	Opening for PL/Sql D eveloper	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Experience	4 - 13 years	Keywords / Skills	"SAP FICO", "sap fico" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	10th Apr 2015	Job Ref code	Excellent opportunit y for SAP FICO	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Experience	3 - 7 years	Keywords / Skills	SAS, R, "Statistical Analytics", "Logistic Regression", "Data Analytics" Function IT	Role	Business Analyst Industry IT/ Computers - Software	Posted On	10th Apr 2015	Job Ref code	Opportunity for DM A dvance Analytics	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Nationality	India	Experience	3 - 10 years	Keywords / Skills	java, J2EE, "Core java". Spring, Hibernate, Oracle, Pl/Sql, Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	8th Apr 2015	Job Ref code	Excellent opportunit y for Java	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore	Experience	5 - 10 years	Keywords / Skills	Java, "Java/J2EE" Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	2nd Apr 2015	Job Ref code	Opportunity for Java SSE position	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	Axepta "MS Axapta" Trade logistic implementation Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	28th Mar 2015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	finance functional, "oracle finance", oracle, apps, finance, AP, GL Function IT	Role	ERP, CRM - Functional Consultant Industry • IT/ Computers - Software • KPO/Analytics	Posted On	28th Mar 2015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai, Mumbai City, Navi Mumbai, Thane	Experience	3 - 10 years	Keywords / Skills	"SAP SD" "sales & distribution"	Education	Any graduate Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	27th Mar 2015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Chennai	Experience	3 - 10 years	Keywords / Skills	Java/J2EE, Java Function IT	Role	• Software Engineer/ Programmer • Team Leader/ Technical Leader • Project Leader/ Project Manager Industry IT/ Computers - Software	Posted On	27th Mar 2015	Job Ref code	Opportunity for Java Developer, Lead, Ma nager	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Experience	3 - 7 years	Keywords / Skills	"SAP BO", "SAPBO" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	25th Mar 2015	Job Ref code	Opening for SAP BO c onsultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	"MS Dynamics AXAPTA", "MS Dynamics AX", "Dynamics AX" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Excellent opportunit y for Microsoft MS D ynamics AX	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	4 - 14 years	Keywords / Skills	"Oracle APPS Technical" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Excellent opportunit y for Oracle APPS Te chnical	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	4 - 14 years	Keywords / Skills	"SAP BW", "SAP BO" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Excellent opportunit y for SAP BO, BW Con sultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai, Mumbai	Experience	4 - 14 years	Keywords / Skills	"SAP FICO", "SAP fico" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Opportunity for SAP FICO Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Pune	Experience	3 - 7 years	Keywords / Skills	''Abinitio Admin'', ''Abinitio Administrator''	Education	Any graduate Stream Any Function IT	Role	Technical Support Engineer Industry • IT/ Computers - Hardware • IT/ Computers - Software	Posted On	24th Mar 2015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	2 - 8 years	Keywords / Skills	Sharepoint, "Share point", "Share-point" Function IT	Role	• System Administrator • Technical Support Engineer Industry IT/ Computers - Software	Posted On	24th Mar 2015	Job Ref code	Opportunity for Shar epoint Admin	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"Oracle OPM", "OracleOPM", "Oracle Apps OPM", "Oracleapps OPM" Function IT	Role	• ERP, CRM - Functional Consultant • ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for Orac le OPM Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP BASIS", "SAPBASIS", "SAP/BASIS" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP BASIS Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Mumbai	Nationality	India	Experience	4 - 7 years	Keywords / Skills	Oracle Apps SCM Functional	Education	B.E/B.Tech Function IT	Role	• Software Engineer/ Programmer • Other Software/Hardware/EDP Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Senior Consultant	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP APO", "SAPAPO" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP APO Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP ABAP", "SAPABAP", "SAP/ABAP" Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP ABAP Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Kolkata, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP PS", "SAPPS" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP PS Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Bengaluru / Bangalore, Mumbai	Experience	3 - 10 years	Keywords / Skills	"SAP PM", "SAPPM", "SAP-PM" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP PM Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP HR", "SAPHR", "SAP/HR" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP HR Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai, Mumbai	Experience	3 - 13 years	Keywords / Skills	"SAP SD", "SAPSD", "SAP/SD" Function IT	Role	ERP, CRM - Functional Consultant Industry IT/ Computers - Software	Posted On	21st Mar 2015	Job Ref code	Opportunity for SAP SD Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Gurgaon, Mumbai	Experience	4 - 10 years	Keywords / Skills	"SAP BPC" Function IT	Role	• ERP, CRM - Functional Consultant • ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	20th Mar 2015	Job Ref code	Opportunity for SAP BPC Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Aditech IT & Consultancy Services Private Limited	Locations	Chennai	Experience	3 - 8 years	Keywords / Skills	"SAP BO", "SAP BW", "SAP BO/BW Function IT	Role	ERP, CRM - Technical Consultant Industry IT/ Computers - Software	Posted On	17th Mar 2015	Job Ref code	Opportunity for SAP BO/BW Consultant	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Advicesync Consulting Pvt Ltd	Locations	Pune	Nationality	India	Experience	2 - 4 years	Keywords / Skills	Business Development, Marketing Executive, Marketing Manager, IT, Sales	Education	MBA Stream Marketing Function Sales/ Business Development	Role	• Business Development Manager • Business Development Executive Industry IT/ Computers - Software Salary 3.00 - 6.00 lacs	Posted On	13th Apr 2015	Job Ref code	ADV/MKTG/PUNE/065	NULL	NULL
	Name	Agilist Technologies	Locations	Noida	Nationality	India	Experience	2 - 5 years	Keywords / Skills	ASP.NET MVC, C#, AJAX, Knockout, Angular, Bootstrap	Education	B.E/B.Tech, MCA Stream • Computers • Computers Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software Salary 2.00 - 5.00 lacs	Posted On	15th Apr 2015	NULL	NULL	NULL	NULL
	Name	Agilisys IT Services India Private Limited	Locations	Mumbai	Experience	3 - 6 years	Keywords / Skills	secretary, personal secretary, secretary to chairman, secretary to vp, secretary to md, secretary to ceo, secretary to director, executive assistant, executive secretary, ea, pa	Education	Any graduate Function Admin/Secretarial	Role	• Secretarial • Executive Secretary/Personal Assistant Industry Any Salary 3.00 - 4.00 lacs	Posted On	24th Feb 2015	Job Ref code	001	NULL	NULL	NULL	NULL
	Name	Akken Technologies Private Limited	Locations	Hyderabad / Secunderabad	Experience	2 - 4 years	Keywords / Skills	Mysql	Education	Any graduate Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	16th Apr 2015	NULL	NULL	NULL	NULL	NULL	NULL
Walk-in Details Date: 25/04/2015 To 25/04/2015 Timings: 9:00 AM to 3:00 PM City: Hyderabad / Secunderabad Venue Details Shall be available on successful application. 	Name	Akken Technologies Private Limited	Locations	Hyderabad / Secunderabad	Experience	2 - 5 years	Keywords / Skills	PHP, Mysql, Ajax, Java Script, JQuery	Education	Any graduate Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	16th Apr 2015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Akken Technologies Private Limited	Locations	Hyderabad / Secunderabad	Experience	5 - 10 years	Keywords / Skills	PHP, "Web developer", Ajax, MySql, LAMP, JavaScript Function IT	Role	Software Engineer/ Programmer Industry IT/ Computers - Software	Posted On	13th Apr 2015	Job Ref code	Akken-PHP	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	United Arab Emirates	Experience	5 - 15 years	Keywords / Skills	Plant -Production Manager Lubricant	Education	B.E/B.Tech	Role	Other Roles Industry • Chemicals/Petrochemicals • Oil/ Gas/ Petroleum	Posted On	14th Apr 2015	Job Ref code	Plant/Production Man ager/Dubai	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	15 - 25 years	Keywords / Skills	Automobile	Education	B.E/B.Tech Stream Mechanical Function Sales/ Business Development	Role	• Channel Sales Manager • Regional Sales Manager • International Business Dev Mgr • Branch Manager Industry Automotive/ Ancillaries	Posted On	14th Apr 2015	Job Ref code	Brand Manager / Auto mabile / Oman	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	5 - 10 years	Keywords / Skills	CRM Analyst Function IT	Role	System Analyst/ Tech Architect Industry IT/ Computers - Software	Posted On	12th Apr 2015	Job Ref code	CRM Analyst / Develo per/Muscat	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	8 - 15 years	Keywords / Skills	CSSD, Operation Theatre Equipment , Operating Tables , Surgical Lights, Examination Room Lights, Pendants, O.R. Integration, Modular O.R. , Mortuary Room Equipment, Extra Corporeal Shockwave Lithotripter, Hospital Laundry, Endoscopy Washers	Education	B.E/B.Tech Stream • Mechanical • Electrical • Electronics/Telecommunications Function • Sales/ Business Development • Health Care	Role	VP/ GM/ Head - Sales Industry Hospitals/ Health Care	Posted On	11th Apr 2015	Job Ref code	Asst.GM-PROJECTS/CSS D/MUSCAT OMAN	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	10 - 20 years	Keywords / Skills	Sales and Marketing	Education	B.E/B.Tech Stream Electronics/Telecommunications Function Sales/ Business Development	Role	• International Business Dev Mgr • VP/ GM/ Head - Sales Industry Hospitals/ Health Care	Posted On	7th Apr 2015	Job Ref code	GM/SALES/Diagnostic Imaging Equipment/ O man	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	3 - 8 years	Keywords / Skills	Ultrasound	Education	Any graduate Function • Sales/ Business Development • Health Care	Role	Sales Engineer Industry Hospitals/ Health Care	Posted On	5th Apr 2015	Job Ref code	SalesEngineer/Ultras ound/Muscat	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	3 - 13 years	Keywords / Skills	Foreman	Education	Diploma Stream • Mechanical engineering • Civil engineering • Electrical engineering Function Real Estate	Role	Other Real Estate - Foreman Industry • Construction • Machinery/ Equipment Mfg. • Real Estate	Posted On	18th Mar 2015	Job Ref code	Foreman/EstateMainte nance/Oman	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	15 - 25 years	Keywords / Skills	Service Manager	Education	B.E/B.Tech Stream • Automobile • Mechanical	Role	Other Roles Industry Automotive/ Ancillaries	Posted On	4th Mar 2015	Job Ref code	Sr.Service Manager - Automobile ( Trucks & Buses )	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	15 - 25 years	Keywords / Skills	Service - Trucks and Buses	Education	B.E/B.Tech Stream • Automobile • Mechanical Function Sales/ Business Development	Role	Relationship Mgr/ Account Servicing Industry Automotive/ Ancillaries	Posted On	26th Feb 2015	Job Ref code	SeniorManager/Servic e/Trucks&Buses/Musca t	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Oman	Experience	9 - 15 years	Keywords / Skills	Database Administrator	Role	Other Roles Industry IT/ Computers - Software	Posted On	23rd Feb 2015	Job Ref code	DatabaseAdmi/Muscat	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Qatar	Experience	15 - 25 years	Keywords / Skills	Mechanical Design Engineer	Education	B.E/B.Tech Stream Mechanical Function Construction	Role	• Design Engineer • HVAC engineering Industry • Construction • Engineering, Procurement, Construction	Posted On	22nd Feb 2015	Job Ref code	MechanicalDesignEngi neer/Qatar	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Other International	Experience	15 - 25 years	Keywords / Skills	Highway Engineer Function Construction	Role	Civil Engineer Industry Engineering, Procurement, Construction	Posted On	19th Feb 2015	Job Ref code	HighwayEngineer/Gamb ia/WestAfrica	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Al Badi Enterprises	Locations	Other International	Experience	15 - 25 years	Keywords / Skills	Resident Engineer Function Construction	Role	Civil Engineer Industry Engineering, Procurement, Construction	Posted On	19th Feb 2015	Job Ref code	Resident Engineer/Ga mbia	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Alacrity Recruitment Services Private Limited	Locations	Visakhapatnam	Experience	0 - 1 years	Keywords / Skills	Fresher, "customer support", "customer care executive", "voice process", inbound	Education	Any graduate Function Customer Service/ Call Centre/ BPO	Role	Customer Service Executive (Voice) Industry ITES/BPO	Posted On	13th Apr 2015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Alacrity Recruitment Services Private Limited	Locations	Hyderabad / Secunderabad	Experience	0 - 1 years	Keywords / Skills	Fresher/Tech support executive/Technical support	Education	Any graduate, Class 12 Function Customer Service/ Call Centre/ BPO	Role	Technical Support Executive ( voice) Industry ITES/BPO	Posted On	31st Mar 2015	NULL	NULL	NULL	NULL	NULL	NULL
	Name	Alacrity Recruitment Services Private Limited	Locations	Hyderabad / Secunderabad	Experience	0 - 1 years	Keywords / Skills	fresher, "tech support", "tech support executive", outbound, "voice process"	Education	Any graduate Function Customer Service/ Call Centre/ BPO	Role	Technical Support Executive ( voice) Industry ITES/BPO	Posted On	16th Mar 2015	NULL	NULL	NULL	NULL	NULL	NULL
